instrument_id	display_name	category	folder_relpath	sfz_relpath	zones_file	zone_count
idiophones_struck_idiophones_tubular_glockenspiel	Tubular Glockenspiel	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Tubular Glockenspiel	Idiophones/Struck Idiophones/Tubular Glockenspiel.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Tubular Glockenspiel/tables/idiophones_struck_idiophones_tubular_glockenspiel.zones.tsv	25
idiophones_struck_idiophones_vibraphone_bowed	Vibraphone - Bowed	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Vibraphone	Idiophones/Struck Idiophones/Vibraphone - Bowed.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Vibraphone/tables/idiophones_struck_idiophones_vibraphone_bowed.zones.tsv	6
idiophones_struck_idiophones_vibraphone_hard_mallets	Vibraphone - Hard Mallets	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Vibraphone	Idiophones/Struck Idiophones/Vibraphone - Hard Mallets.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Vibraphone/tables/idiophones_struck_idiophones_vibraphone_hard_mallets.zones.tsv	22
idiophones_struck_idiophones_vibraphone_keyswitch	Vibraphone - Keyswitch	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Vibraphone	Idiophones/Struck Idiophones/Vibraphone - Keyswitch.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Vibraphone/tables/idiophones_struck_idiophones_vibraphone_keyswitch.zones.tsv	50
idiophones_struck_idiophones_vibraphone_soft_mallets	Vibraphone - Soft Mallets	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Vibraphone	Idiophones/Struck Idiophones/Vibraphone - Soft Mallets.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Vibraphone/tables/idiophones_struck_idiophones_vibraphone_soft_mallets.zones.tsv	22
idiophones_struck_idiophones_vibraslap	Vibraslap	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Vibraslap	Idiophones/Struck Idiophones/Vibraslap.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Vibraslap/tables/idiophones_struck_idiophones_vibraslap.zones.tsv	4
idiophones_struck_idiophones_woodblock	Woodblock	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Woodblock	Idiophones/Struck Idiophones/Woodblock.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Woodblock/tables/idiophones_struck_idiophones_woodblock.zones.tsv	10
idiophones_struck_idiophones_xylophone_hard_mallets	Xylophone - Hard Mallets	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Xylophone	Idiophones/Struck Idiophones/Xylophone - Hard Mallets.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Xylophone/tables/idiophones_struck_idiophones_xylophone_hard_mallets.zones.tsv	15
idiophones_struck_idiophones_xylophone_keyswitch	Xylophone - Keyswitch	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Xylophone	Idiophones/Struck Idiophones/Xylophone - Keyswitch.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Xylophone/tables/idiophones_struck_idiophones_xylophone_keyswitch.zones.tsv	47
idiophones_struck_idiophones_xylophone_medium_mallets	Xylophone - Medium Mallets	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Xylophone	Idiophones/Struck Idiophones/Xylophone - Medium Mallets.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Xylophone/tables/idiophones_struck_idiophones_xylophone_medium_mallets.zones.tsv	16
idiophones_struck_idiophones_xylophone_soft_mallets	Xylophone - Soft Mallets	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Xylophone	Idiophones/Struck Idiophones/Xylophone - Soft Mallets.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Xylophone/tables/idiophones_struck_idiophones_xylophone_soft_mallets.zones.tsv	16
membranophones_other_membranophones_ocean_drum	Ocean Drum	Membranophones/Other Membranophones	Membranophones/Other Membranophones/Ocean Drum	Membranophones/Other Membranophones/Ocean Drum.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Other Membranophones/Ocean Drum/tables/membranophones_other_membranophones_ocean_drum.zones.tsv	3
membranophones_struck_membranophones_bass_drum_1	Bass Drum 1	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Bass Drum 1	Membranophones/Struck Membranophones/Bass Drum 1.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Bass Drum 1/tables/membranophones_struck_membranophones_bass_drum_1.zones.tsv	8
membranophones_struck_membranophones_bass_drum_2	Bass Drum 2	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Bass Drum 2	Membranophones/Struck Membranophones/Bass Drum 2.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Bass Drum 2/tables/membranophones_struck_membranophones_bass_drum_2.zones.tsv	30
membranophones_struck_membranophones_bass_drum_3_legacy	Bass Drum 3 - Legacy	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Bass Drum 3 - Legacy	Membranophones/Struck Membranophones/Bass Drum 3 - Legacy.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Bass Drum 3 - Legacy/tables/membranophones_struck_membranophones_bass_drum_3_legacy.zones.tsv	39
membranophones_struck_membranophones_bongos	Bongos	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Bongos	Membranophones/Struck Membranophones/Bongos.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Bongos/tables/membranophones_struck_membranophones_bongos.zones.tsv	28
membranophones_struck_membranophones_conga	Conga	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Conga	Membranophones/Struck Membranophones/Conga.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Conga/tables/membranophones_struck_membranophones_conga.zones.tsv	34
membranophones_struck_membranophones_darbuka	Darbuka	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Darbuka	Membranophones/Struck Membranophones/Darbuka.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Darbuka/tables/membranophones_struck_membranophones_darbuka.zones.tsv	20
membranophones_struck_membranophones_frame_drum	Frame Drum	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Frame Drum	Membranophones/Struck Membranophones/Frame Drum.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Frame Drum/tables/membranophones_struck_membranophones_frame_drum.zones.tsv	18
membranophones_struck_membranophones_legacy_snares_keyswitch	Legacy Snares - Keyswitch	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Legacy Snares	Membranophones/Struck Membranophones/Legacy Snares - Keyswitch.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Legacy Snares/tables/membranophones_struck_membranophones_legacy_snares_keyswitch.zones.tsv	108
membranophones_struck_membranophones_legacy_snares_oldsnare	Legacy Snares - OldSnare	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Legacy Snares	Membranophones/Struck Membranophones/Legacy Snares - OldSnare.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Legacy Snares/tables/membranophones_struck_membranophones_legacy_snares_oldsnare.zones.tsv	15
membranophones_struck_membranophones_legacy_snares_drum1	Legacy Snares - drum1	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Legacy Snares	Membranophones/Struck Membranophones/Legacy Snares - drum1.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Legacy Snares/tables/membranophones_struck_membranophones_legacy_snares_drum1.zones.tsv	40
membranophones_struck_membranophones_legacy_snares_drum2	Legacy Snares - drum2	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Legacy Snares	Membranophones/Struck Membranophones/Legacy Snares - drum2.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Legacy Snares/tables/membranophones_struck_membranophones_legacy_snares_drum2.zones.tsv	36
membranophones_struck_membranophones_legacy_snares_drum3_marching	Legacy Snares - drum3_marching	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Legacy Snares	Membranophones/Struck Membranophones/Legacy Snares - drum3_marching.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Legacy Snares/tables/membranophones_struck_membranophones_legacy_snares_drum3_marching.zones.tsv	17
membranophones_struck_membranophones_legacy_toms	Legacy Toms	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Legacy Toms	Membranophones/Struck Membranophones/Legacy Toms.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Legacy Toms/tables/membranophones_struck_membranophones_legacy_toms.zones.tsv	41
membranophones_struck_membranophones_snare_drum_modern_1	Snare Drum, Modern 1	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Snare Drum, Modern 1	Membranophones/Struck Membranophones/Snare Drum, Modern 1.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Snare Drum, Modern 1/tables/membranophones_struck_membranophones_snare_drum_modern_1.zones.tsv	29
membranophones_struck_membranophones_snare_drum_modern_2	Snare Drum, Modern 2	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Snare Drum, Modern 2	Membranophones/Struck Membranophones/Snare Drum, Modern 2.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Snare Drum, Modern 2/tables/membranophones_struck_membranophones_snare_drum_modern_2.zones.tsv	24
membranophones_struck_membranophones_snare_drum_modern_3	Snare Drum, Modern 3	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Snare Drum, Modern 3	Membranophones/Struck Membranophones/Snare Drum, Modern 3.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Snare Drum, Modern 3/tables/membranophones_struck_membranophones_snare_drum_modern_3.zones.tsv	19
membranophones_struck_membranophones_snare_drum_rope_tension	Snare Drum, Rope Tension	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Snare Drum, Rope Tension	Membranophones/Struck Membranophones/Snare Drum, Rope Tension.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Snare Drum, Rope Tension/tables/membranophones_struck_membranophones_snare_drum_rope_tension.zones.tsv	32
membranophones_struck_membranophones_timpani_1_hit	Timpani 1 - Hit	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Timpani 1	Membranophones/Struck Membranophones/Timpani 1 - Hit.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Timpani 1/tables/membranophones_struck_membranophones_timpani_1_hit.zones.tsv	30
membranophones_struck_membranophones_timpani_1_keyswitch	Timpani 1 - Keyswitch	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Timpani 1	Membranophones/Struck Membranophones/Timpani 1 - Keyswitch.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Timpani 1/tables/membranophones_struck_membranophones_timpani_1_keyswitch.zones.tsv	40
membranophones_struck_membranophones_timpani_1_roll	Timpani 1 - Roll	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Timpani 1	Membranophones/Struck Membranophones/Timpani 1 - Roll.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Timpani 1/tables/membranophones_struck_membranophones_timpani_1_roll.zones.tsv	10
membranophones_struck_membranophones_timpani_2_all_samples	Timpani 2 - All Samples	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Timpani 2	Membranophones/Struck Membranophones/Timpani 2 - All Samples.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Timpani 2/tables/membranophones_struck_membranophones_timpani_2_all_samples.zones.tsv	204
membranophones_struck_membranophones_timpani_2_keyswitch	Timpani 2 - Keyswitch	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Timpani 2	Membranophones/Struck Membranophones/Timpani 2 - Keyswitch.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Timpani 2/tables/membranophones_struck_membranophones_timpani_2_keyswitch.zones.tsv	258
membranophones_struck_membranophones_timpani_2_scale	Timpani 2 - Scale	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Timpani 2	Membranophones/Struck Membranophones/Timpani 2 - Scale.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Timpani 2/tables/membranophones_struck_membranophones_timpani_2_scale.zones.tsv	54
membranophones_struck_membranophones_tom_1	Tom 1	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Tom 1	Membranophones/Struck Membranophones/Tom 1.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Tom 1/tables/membranophones_struck_membranophones_tom_1.zones.tsv	22
membranophones_struck_membranophones_tom_2	Tom 2	Membranophones/Struck Membranophones	Membranophones/Struck Membranophones/Tom 2	Membranophones/Struck Membranophones/Tom 2.sfz	../instruments/VCSL-1.2.2-RC/Membranophones/Struck Membranophones/Tom 2/tables/membranophones_struck_membranophones_tom_2.zones.tsv	22
Samples/instruments/acoustic_pop_sources/salamander/SalamanderGrandPianoV3_44.1khz16bit/tables/aps_piano_salamander.zones.tsv	Piano_Salamander	Open Sources/Acoustic			../instruments/acoustic_pop_sources/salamander/SalamanderGrandPianoV3_44.1khz16bit/tables/aps_piano_salamander.zones.tsv	641
Samples/instruments/acoustic_pop_sources/steel_guitar/FSS-SteelStringGuitar-SFZ-20200521/tables/aps_gtr_steel.zones.tsv	Guitar_Steel	Open Sources/Acoustic			../instruments/acoustic_pop_sources/steel_guitar/FSS-SteelStringGuitar-SFZ-20200521/tables/aps_gtr_steel.zones.tsv	59
Samples/instruments/acoustic_pop_sources/nylon_guitar/SpanishClassicalGuitar-SFZ-20190618/tables/aps_gtr_nylon.zones.tsv	Guitar_Nylon	Open Sources/Acoustic			../instruments/acoustic_pop_sources/nylon_guitar/SpanishClassicalGuitar-SFZ-20190618/tables/aps_gtr_nylon.zones.tsv	48
Samples/instruments/acoustic_pop_sources/karoryfer_meatbass/tables/aps_bass_upright_a.zones.tsv	Bass_Upright_A	Open Sources/Acoustic			../instruments/acoustic_pop_sources/karoryfer_meatbass/tables/aps_bass_upright_a.zones.tsv	864
Samples/instruments/acoustic_pop_sources/karoryfer_sneakybass/tables/aps_bass_upright_b.zones.tsv	Bass_Upright_B	Open Sources/Acoustic			../instruments/acoustic_pop_sources/karoryfer_sneakybass/tables/aps_bass_upright_b.zones.tsv	160
Samples/instruments/modern_pop_sources/karoryfer_emilyguitar/tables/emily_clean.zones.tsv	Electric_Guitar	Open Sources/Modern			../instruments/modern_pop_sources/karoryfer_emilyguitar/tables/emily_clean.zones.tsv	251
Samples/instruments/modern_pop_sources/karoryfer_fashionbass/tables/fashionbass.zones.tsv	Electric_Bass	Open Sources/Modern			../instruments/modern_pop_sources/karoryfer_fashionbass/tables/fashionbass.zones.tsv	426
Samples/instruments/modern_pop_sources/vsco_trumpet/tables/vsco_trumpet_sus.zones.tsv	Trumpet	Open Sources/Modern			../instruments/modern_pop_sources/vsco_trumpet/tables/vsco_trumpet_sus.zones.tsv	10
Samples/instruments/modern_pop_sources/vsco_violin/tables/vsco_violin_arco_vib.zones.tsv	Violin	Open Sources/Modern			../instruments/modern_pop_sources/vsco_violin/tables/vsco_violin_arco_vib.zones.tsv	15
Samples/instruments/modern_pop_sources/ukulele_cc0/tables/ukulele_cc0_basic.zones.tsv	Ukulele	Open Sources/Modern			../instruments/modern_pop_sources/ukulele_cc0/tables/ukulele_cc0_basic.zones.tsv	2
Samples/instruments/modern_pop_sources/freepats_rock_organ/RockOrganEmulation-SFZ-20190715/tables/rockorganemulation_20190715.zones.tsv	Rock_Organ	Open Sources/Modern			../instruments/modern_pop_sources/freepats_rock_organ/RockOrganEmulation-SFZ-20190715/tables/rockorganemulation_20190715.zones.tsv	32
Samples/instruments/modern_pop_sources/freepats_tenor_sax/TenorSaxophone-SFZ-20200717/tables/tenorsaxophone_20200717.zones.tsv	Saxophone	Open Sources/Modern			../instruments/modern_pop_sources/freepats_tenor_sax/TenorSaxophone-SFZ-20200717/tables/tenorsaxophone_20200717.zones.tsv	46
Samples/instruments/modern_pop_sources/vsco_flute/tables/vsco_flute_expvib.zones.tsv	Flute	Open Sources/Modern			../instruments/modern_pop_sources/vsco_flute/tables/vsco_flute_expvib.zones.tsv	10
Samples/instruments/modern_pop_sources/vsco_trombone/tables/vsco_trombone_sustain.zones.tsv	Trombone	Open Sources/Modern			../instruments/modern_pop_sources/vsco_trombone/tables/vsco_trombone_sustain.zones.tsv	16
Samples/instruments/Oscillators/SineOscillator/tables/sine_oscillator.zones.tsv	Sine Wave	Electronic			../instruments/Oscillators/SineOscillator/tables/sine_oscillator.zones.tsv	1
Samples/instruments/Oscillators/SawOscillator/tables/saw_oscillator.zones.tsv	Saw Wave	Electronic			../instruments/Oscillators/SawOscillator/tables/saw_oscillator.zones.tsv	1
Samples/instruments/Oscillators/SquareOscillator/tables/square_oscillator.zones.tsv	Square Wave	Electronic			../instruments/Oscillators/SquareOscillator/tables/square_oscillator.zones.tsv	1
